Movie Name,Genre,Lead Star,Director,Music Director,Number of Screens,Revenue(INR),Budget(INR)
Mastaani... Lost In A Crowd Of Two,drama,Swati Verma,K. Ravi Raj,Anand - Milind,35,8000000,8043500
Akkad Bakkad Bambey Bo,drama,Sween Sharma,Dweep Raj Kochhar,Harish Mangoli,75,15000000,2000000
Kaalo,horror,Swini Khara,Wilson Louis,Rahul Ranade,200,40000000,3025000
Naam Shabana,thriller,Taapsee Pannu,Shivam Nair,Rochak Kohli,2000,330000000,559900000
Bhaggmati - The Queen Of Fortunes,drama,Tabu,Ashok Kaul,Vishal Bhardwaj,25,35000000,500000
Luv U Soniyo,love_story,Tanuj Virwani,Joe Rajan,Sunil Bhatia,100,57500000,1700000
Purani Jeans,drama,Tanuj Virwani,Tanushri Chattrji Bassu,Ram Sampath,625,110000000,18600000
Aadi Shakti,drama,Tanushree,Dadu,Pandit Jalwa Prasad,5,5000000,140000
Apartment,thriller,Tanushree Datta,Jag Mundhra,Bappa Lahiri,275,55000000,16600000
Ek Aur Sahaadat,drama,Tanveer Ahmed,Raj Ahmed Khan,Pradeep Kumar Das,1,1000000,140000
Key Club,drama,Tanveer Hashmi,Aqil A. R. Hashmi,Shivam Bagchi,1,7000000,750000
Best Partner,adult,Tanveer Hashmi,Suresh Jain,Shivam Farhaan,5,2000000,3100000
Bhiga Badan,adult,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,2,1500000,1600000
Night Lover,adult,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,1250000,400000
Kaamwali,adult,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,1250000,1150000
Ricksha Waali,adult,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,1,1500000,1325000
Doodhwali,adult,Tanveer Hashmi,Suresh Jain,Afsar,1,1250000,2000000
Machhiwali,adult,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,2,1250000,1700000
Barwali,adult,Tanveer Hashmi,Suresh Jain,Afsar - Sajid,1,1000000,1725000
College Girl,adult,Tanveer Hashmi,Suresh Jain,Shivam Bagchi,5,2000000,4100000
Gumnaam,drama,Tanya Oberoi,Dilip Gulati,Bappi Lahiri,3,3000000,2100000
Suno Na... Ek Nanhi Aawaz,drama,Tara Sharma,Amy Thanawala,Sanjoy Chowdhary,25,10000000,270000
Hot Money,drama,Tarun Arora,Rakesh Sawant,Bappi - Tutal,18,8000000,2950000
Shrrameya - The Laborious,mythological,Tarun Khanna,D'Silva,Rajib - Mounaa,5,2000000,425000
Kaho Na Kaho,love_story,Tarun Khanna,Sanjay Niranjan,Babli Haq,20,2500000,550000
Mission 11 July,drama,Tarun Khanna,Vinod R. Thakur,Afsar - Sajid,20,15000000,175000
Murder In Mumbai,thriller,Tejasvita Kapoor,Deep Saraswat,Rahul B. Seth,5,9000000,1250000
De De Ek Chumma De,adult,Tejaswini Sarkar,Milind Swamy,Harendra Panijar,1,1500000,325000
Yeh Faasley,drama,Tena Desae,Yogesh Mittal,Deepak Pandit,225,65000000,3500000
Identity Card,drama,Tia Bajpai,Rahat Kazmi,Raja Ali,50,15000000,825000
A Flying Jatt,masala,Tiger Shroff,Remo D'Souza,Sachin - Jigar,2650,550000000,493368750
Heropanti,action,Tiger Shroff,Sabbir Khan,Mustafa Zahid,2200,250000000,726075000
Baaghi,action,Tiger Shroff,Sabbir Khan,Ankit Tiwari,2750,370000000,1269662500
Munna Micheal,action,Tiger Shroff,Sabbir Khan,Tanishk,2900,410000000,515300000
Karoongi Tujhe Khallaas,action,Tina,J.J. Reddy,Shashi Pritam,1,1000000,12000
Ab Tumhari Bari,horror,Tina Gujjar,Mohan Bhakri,Anand Singh,12,2000000,1775000
Ocean Of An Old Man,drama,Tom Alter,Rajesh Shera,Serge Eisen,7,4000000,145000
Hansa,drama,Trimala Adhikari,Manav Kaul,Brince Bora,15,10000000,270000
Matrubhoomi,drama,Tulip Joshi,Manish Jha,Salim - Sulaiman,35,22500000,2675000
Showbiz,drama,Tushar Jalota,Raju Khan,Lalit Pandit,100,42500000,5000000
Aggar,thriller,Tusshar Kapoor,Anant Mahadevan,Himesh Reshammiya,260,70000000,12700000
Shor In The City,drama,Tusshar Kapoor,Krishna D.K,Sachin - Jigar,500,75000000,59200000
Kya Love Story Hai,rom__com,Tusshar Kapoor,Lovely Singh,Pritam,425,72500000,48750000
Mastizaade,comedy,Tusshar Kapoor,Milap Zaveri,Meet Bros,1850,300000000,255960000
Dhol,comedy,Tusshar Kapoor,Priyadarshan,Pritam,650,140000000,232775000
Love U...Mr. Kalakaar!,love_story,Tusshar Kapoor,S. Manasvi,Sandesh Shandilya,325,120000000,24500000
C Kkompany,comedy,Tusshar Kapoor,Sachin Yardi,Bappa Lahiri,500,100000000,48300000
Kyaa Super Kool Hain Hum,comedy,Tusshar Kapoor,Sachin Yardi,Sachin - Jigar,1400,190000000,607725000
Hum Tum Shabana,comedy,Tusshar Kapoor,Sagar Ballary,Sachin - Jigar,475,120000000,19200000
Chaar Din Ki Chandni,comedy,Tusshar Kapoor,Samir Karnik,Sandesh Shandilya,725,125000000,66200000
Kyaa Kool Hai Hum,comedy,Tusshar Kapoor,Sangeeth Sivan,Anu Malik,250,50000000,228500000
Bajatey Raho,comedy,Tusshar Kapoor,Shashant Shah,Jaidev Kumar,875,150000000,84300000
Kyaa Kool Hain Hum 3,comedy,Tusshar Kapoor,Umesh Ghadge,Sajid - Wajid,2050,260000000,331425000
Neal N Nikki,rom__com,Uday Chopra,Arjun Sablok,Salim - Sulaiman,200,70000000,107950000
Diary Of A Butterfly,drama,Udita Goswami,Vinod Mukhi,Shibani Kashyap,200,27500000,3600000
Ek Cheez Milegi Wonderful,drama,Ujwal Chopra,Deepesh Shah,Paresh A. Shah,1,1500000,500000
Baap Jaroor Banunga,comedy,Umed Khandelwal,Jyotiish,Umed Khandelwal,1,500000,32500
Naari Ek Khilona,drama,Upasna Singh,Shams Durrani,Suman - Sudeep,1,5500000,875000
Lollypop,adult,Urmila,Babu,Tapan,1,1000000,775000
Banaras - A Mystic Love Story,love_story,Urmila Matondkar,Pankaj Parashar,Himesh Reshammiya,100,45000000,14295000
Naina,horror,Urmila Matondkar,Shripal Morakhia,Salim - Sulaiman,175,50000000,69400000
Katto,drama,Uttar Kumar,Dinesh Chaudhary,Mukesh Verma,20,1500000,165000
Dear Vs Bear,thriller,Uttar Kumar,Sanjeev Vedwan,A.R. Saxena,30,4000000,950000
Tere Pyaarr Mein Paapad,comedy,Uunnat Duutt,Uunnat Duutt,Santosh Mehta,2,2000000,75000
Guardians Who Loved Us,love_story,V.P. Singh,Sachin Yadav,Omkar Rana,50,5000000,475000
Jai Narmada Maiya,mythological,Vaishali Rawat,Sanjeev Lakhan Patel,B.S. Akhilesh,1,1000000,120000
Main Tera Hero,comedy,Varun Dhawan,David Dhawan,Sajid - Wajid,2400,410000000,784522500
Judwaa 2,masala,Varun Dhawan,David Dhawan,Sajid - Wajid,3500,630000000,2066477500
Student Of The Year,rom__com,Varun Dhawan,Karan Johar,Vishal - Shekhar,1350,590000000,966690000
ABCD 2,drama,Varun Dhawan,Remo D'Souza,Sachin - Jigar,2500,650000000,1583195000
Humpty Sharma Ki Dulhania,rom__com,Varun Dhawan,Shashank Khaitan,Sachin - Jigar,1950,330000000,1107600000
Badrinath Ki Dulhania,love_story,Varun Dhawan,Shashank Khaitan,Akhil Sachdeva,2800,440000000,1948152500
Badlapur,thriller,Varun Dhawan,Sriram Raghavan,Sachin - Jigar,1700,290000000,789020000
Eik Dasttak,drama,Vasundhara Das,Shekhar S. Jha,Sanjoy Chowdhary,20,17500000,375000
Hostel,drama,Vatsal Sheth,Manish Gupta,Virag Mishra,60,22500000,1700000
Mumbai 125 KM,horror,Veena Malik,Hemant Madhukar,Mani Shankar,1000,110000000,24500000
Real Life Of Supermodel,suspense,Veena Malik,Navin Batra,DJ Sheizwood,500,50000000,8100000
Zindagi 50-50,drama,Veena Malik,Rajiv S. Ruia,Vivek Kar,350,35000000,8600000
Yaaraa,adult,Veer,Hamid Ali,Pramod Nair,5,3500000,425000
Aamras,drama,Vega Tamotia,Rupali Guha,Shamir Tandon,35,17500000,650000
Zubaan,drama,Vicky Kaushal,Mozez Singh,Ashu Pathak,350,80000000,5200000
Bow Barracks Forever,drama,Victor Banerjee,Anjan Dutt,Neel Dutt,50,22500000,3750000
Ho Sakta Hai!,drama,Victor Banerjee,Wilson Louis,Rahul Ranade,25,12500000,800000
The Dirty Picture,drama,Vidya Balan,Milan Luthria,Vishal - Shekhar,1600,310000000,1169997500
No One Killed Jessica,thriller,Vidya Balan,Raj Kumar Gupta,Amit Trivedi,950,190000000,457235000
Bobby Jasoos,comedy,Vidya Balan,Samar Shaikh,Shantanu Moitra,1250,260000000,202457500
Begum Jaan,drama,Vidya Balan,Srijit Mukherji,Anu Malik,1250,190000000,306190000
Kahaani,thriller,Vidya Balan,Sujoy Ghosh,Vishal - Shekhar,1100,200000000,917100000
Kahaani 2,thriller,Vidya Balan,Sujoy Ghosh, Clinton Cerejo,1250,330000000,559400000
Tumhari Sulu,drama,Vidya Balan,Suresh Triveni,Santanu Ghatak,1200,200000000,513900000
Commando 2,action,Vidyut Jammwal,Deven Bhojani,Gourav - Roshin,2200,260000000,300300000
Commando,action,Vidyut Jammwal,Dilip Ghosh,Mannan Shaah,1500,170000000,269800000
Pyar Hawas Aur Dhokha,adult,Vijay Bhaskar,M. Irfan,Siddhant Madhav,5,3500000,625000
Mission Tigers,drama,Vijay Raaz,Dipu Karunakaran,Abu Murali,25,4000000,250000
Journey Bombay To Goa,comedy,Vijay Raaz,Raj Pendurkar,Shabbir Ahmed,150,42500000,35100000
Kya Dilli Kya Lahore,drama,Vijay Raaz,Vijay Raaz,Sandesh Shandilya,400,55000000,8900000
Don Ke Baad Kaun?,action,Vijay Saxena,Vijay Saxena,Nutan-Pankaj,10,6500000,625000
David,drama,Vikram,Bejoy Nambiar,Mikey McCleary,575,350000000,52100000
Model - The Beauty,drama,Vikram Aditya,Akash Dixit,Dudal Sakia,30,7000000,5300000
Mahiya - Call Of Love...,suspense,Vikram Aditya,Rajkumar R. Pandey,J. Subhash,5,10000000,725000
Hope & A Little Sugar,drama,Vikram Chatwal,Tanuja Chandra,Wayne Sharpe,60,22500000,1875000
Old Iss Gold,comedy,Vikram Kumar,Neeraj Sahai,Agnel Roman,35,9000000,1675000
Trump Card,action,Vikram Singh,Arshad Khan,Lalit Sen,40,10000000,725000
Mumbai Godfather,action,Vikram Singh,Deepak Balraj Vij,Shri Rangaras,20,10000000,2200000
Royal Utsav,action,Vikram Singh,Ravi K. Patwa,Vaishnav Deva,40,30000000,1800000
Challo Driver,comedy,Vikrant Mahajan,Vikrant Mahajan,Gaurav Dayal,50,30000000,1275000
Kool Nahi Hot Hain Hum,comedy,Vinay Anand,M. Irfan,Siddharth Madhay,6,3000000,425000
Pehla Aashiq Pehla Qatil,adult,Vinay Arora,Vinay Arora,Aziz Ali,2,1000000,175000
Kaagaz Ke Fools,comedy,Vinay Pathak,Anil Chaudhary,Sangeeta Pant,300,40000000,4800000
Tere Mere Phere,comedy,Vinay Pathak,Deepa Sahi,Shivangi Kashyap,225,47500000,7000000
Straight,comedy,Vinay Pathak,Parvati Balagopalan,Sagar Desai,125,42500000,14800000
Bheja Fry,comedy,Vinay Pathak,Sagar Ballary,Sagar Desai,120,15000000,125800000
Bheja Fry 2,comedy,Vinay Pathak,Sagar Ballary,Sneha Khanwalkar,575,95000000,124900000
Pappu Can't Dance Saala,rom__com,Vinay Pathak,Saurabh Shukla,Malhar,275,85000000,6000000
Dasvidaniya,comedy,Vinay Pathak,Shashant Shah,Kailash Kher,150,40000000,19700000
Chalo Dilli,comedy,Vinay Pathak,Shashant Shah, Rohit Kulkarni,725,95000000,145132500
"Oh, My God!!",comedy,Vinay Pathak,Sourabh Shrivastava,Bappi - Tutal,150,35000000,5800000
Utt Pataang,comedy,Vinay Pathak,Srikanth Velagaleti,Shamir Tandon,225,55000000,5500000
Speedy Singhs,drama,Vinay Virmani,Robert Lieberman,Rishi Rich,450,350000000,34400000
Broken Horses,thriller,Vincent D'Onofrio,Vidhu Vinod Chopra,John Debney,175,600000000,10130000
Queens! Destiny Of Dance,drama,Vineeth,David Atkins,Anurag Ware,40,20000000,800000
Filmi Duniya,drama,Vinit Bhardwaj,Narendra Kumar Sharma,N.K. Nandan,5,5000000,425000
Koyelaanchal,action,Vinod Khanna,Ashu Trikha,Sushant - Shankar,900,140000000,22900000
Fast Forward,drama,Vinod Khanna,Zaigham Ali Sayed,Akbar Sami,40,25000000,525000
Gopa - The Freedom Fighter,drama,Vinod Painter,Vinod Painter,Kapil Jangir,1,2500000,400000
Gafla,drama,Vinod Sherawat,Sameer Hanchate,Kartik Shah,25,12500000,1600000
Tum Hi To Ho,thriller,Vippino,Sanjay Goel,Anand - Milind,35,10000000,550000
Amit Sahni Ki List,rom__com,Vir Das,Ajay Bhuyan,Raghu Dixit,450,70000000,7600000
Gollu Aur Pappu,comedy,Vir Das,Kabir Sadanand,Shamir Tandon,15,35000000,65000
Mumbai Salsa,drama,Vir Das,Manoj Tyagi,Adnan Sami,70,3500000,7900000
Sooper Se Ooper,comedy,Vir Das,Shekhar Ghosh,Bikram Ghosh,100,20000000,1200000
Bacche Mann Ke Sacche,drama,Vishaw Kashyap,Jayesh Gupta,Rahul Gupta,5,2000000,235000
Shootout At Lokhandwala,action,Vivek Oberoi,Apoorva Lakhia,Strings,800,180000000,460430000
Mission Istaanbul,thriller,Vivek Oberoi,Apoorva Lakhia,Anu Malik,700,210000000,93425000
Pyare Mohan,comedy,Vivek Oberoi,Indra Kumar,Anu Malik,400,130000000,186100000
Prince,thriller,Vivek Oberoi,Kookie V. Gulati,Sachin Gupta,1200,370000000,289425000
Rakht Charitra,action,Vivek Oberoi,Ram Gopal Verma,Dharam - Sandeep,775,190000000,112700000
Naksha,action,Vivek Oberoi,Sachin Bajaj,Pritam,425,220000000,99250000
Kismet Love Paisa Dilli,rom__com,Vivek Oberoi,Sanjay Khanduri,Amjad - Nadeem,825,160000000,32700000
Kisna,love_story,Vivek Oberoi,Subhash Ghai,Ismail Darbar,400,230000000,162950000
Home Delivery,rom__com,Vivek Oberoi,Sujoy Ghosh,Vishal - Shekhar,100,40000000,26450000
Jayantabhai Ki Love Story,rom__com,Vivek Oberoi,Vinnil Markan,Sachin - Jigar,700,145000000,39225000
Impatient Vivek,rom__com,Vivek Sudarshan,Rahat Kazmi,Neeraj Shrivastava,125,22500000,1675000
Cocktail - The Deadly Combination,drama,Waqar Khan,Maninder Bhandari,Praveen Kunwar,3,6000000,650000
Ishq Na Karna,drama,Waqar Khan,Naeem Khan,Nazakat - Shujat,5,6500000,500000
Ussey Kya Ho Jayega?,drama,Yash Gera,Amit Ojha,Ravi Pawar,5,2500000,50000
Lagan - The Dedication,drama,Yatin Karyekar,Mahesh Kenge,Sanjay Gite,2,2500000,7250
Jugatiya,drama,Yogendra Chouhan,Ravi Ved Chouhan,Rajesh Pillay,2,500000,115000
Pyaar Kaa Funda,love_story,Yugboah Garewal,Monazir Hasain,Hirju Roy,10,12500000,70000
Ab To Sambhal,drama,Yugraj Jain,Sanjeev Nanda,Aman Shlok,2,2000000,300000
Memsahab,drama,Yukta Mookhey,Arshad Siddiqui,Sunil Singh,20,17500000,1875000
Secret Superstar,drama,Zaira Wasim,Advait Chandan,Amit Trivedi,1750,450000000,1225350000
Satrangee Parachute,drama,Zakir Hussain,Vineet Khetrapal,Shamir Tandon,150,20000000,1225000
Aksar 2,thriller,Zarine Khan,Anant Mahadevan,Mithoon,1300,90000000,63600000
Hate Story 3,thriller,Zarine Khan,Vishal Pandya,Baman,2600,200000000,622125000
Sharafat Gayi Tel Lene,comedy,Zayed Khan,Gurmmeet Singh,Faridkot,450,70000000,5700000
Love Breakups Zindagi,love_story,Zayed Khan,Sahil Sangha,Salim - Sulaiman,325,100000000,20600000
Rocky,drama,Zayed Khan,Suresh Krishna,Himesh Reshammiya,225,92500000,30400000
Speed,thriller,Zayed Khan,Vikram Bhatt,Pritam,200,90000000,15800000
Fight Club,action,Zayed Khan,Vikram Chopra,Pritam,375,82500000,88862500
Strings Of Paasion,drama,Zeenat Aman,Sanghamitra Chaudhuri,Dev Sikdar,10,8000000,70000
Dunno Y Na Jaane Kyun,drama,Zeenat Aman,Sanjay Sharma,Nikhil,20,12500000,850000
Taj Mahal - An Eternal Love Story,drama,Zulfi Sayed,Akbar Khan,Naushad,135,100000000,31065000
Mr. Hot Mr. Kool,comedy,Zulfi Sayed,Partho Ghosh,Rishi - Ranjit,30,27500000,1300000
